,department1,year,term,enrollment,name_key1,course_title,Course_Workload_Rating,Course_Overall_Rating
11950,HIST,2016,spring,6.0,HIST 2880,"Law, Medicine and Justice in Modern Egypt: Proseminar",9.6,5.0
11951,HIST,2016,spring,7.0,HIST 2885,Introduction to Archival Research in Ottoman History: Proseminar,7.4,4.7
11952,HIST,2016,spring,6.0,HIST 2919B,International Society in Global Context:  Seminar,10.8,4.6
11953,HIST,2016,spring,7.0,HIST 2950B,Approaches to Global History: Seminar,7.5,3.0
11954,HIST,2016,spring,16.0,HIST 3920B,Colloquium on Teaching Practices,1.3,3.9
11955,HIST,2016,spring,6.0,HIST 60S,Imperial History of the U.S. Dollar: From Spanish Silver to Bitcoin,5.0,4.3
11956,HIST,2016,spring,7.0,HIST 60T,The History of Hunger,4.3,4.5
11957,HIST,2016,spring,3.0,HIST 60V,"Gender, Money and Power in Colonial South Asia",4.5,5.0
11958,HIST,2016,spring,16.0,HIST 74J,"Children and Childhood in America, 1640-Present",6.3,4.6
11959,HIST,2016,spring,14.0,HIST 74L,The New Deal and American Liberalism,8.1,4.4
11960,HIST,2016,spring,11.0,HIST 89J,The United States and China: Opium War to the Present,5.9,4.3
11961,HIST,2016,spring,7.0,HIST 97A,"""What is the History of Medicine?""",4.8,3.3
11962,HIST,2016,spring,15.0,HIST 97B,"""What is Intellectual History?""",6.0,2.7
11963,HIST,2016,spring,15.0,HIST 97C,"""What is the History of History?""",7.9,4.1
11964,HIST,2016,spring,10.0,HIST 97H,"""What is Urban History?""",9.2,4.7
11965,HIST,2016,spring,7.0,HIST 97J,"""What is Family History?""",10.9,4.4
11966,HIST,2016,spring,32.0,HIST 99B,Senior Thesis Tutorial,9.9,3.2
11972,HISTSCI,2016,spring,2.0,HISTSCI 126V,"Scientific Knowledge, from Certainty to Uncertainty",0.0,4.5
11973,HISTSCI,2016,spring,23.0,HISTSCI 137,Animals in History,3.8,4.4
11974,HISTSCI,2016,spring,15.0,HISTSCI 142V,Masculinities and Health: History and Politics of Men's Health and Illness,4.6,4.7
11975,HISTSCI,2016,spring,16.0,HISTSCI 147,The Changing Concept of Race in America: From Jefferson to Genomics,3.4,3.7
11976,HISTSCI,2016,spring,25.0,HISTSCI 148V,Health and Disease in America,4.5,4.4
11977,HISTSCI,2016,spring,11.0,HISTSCI 152,Filming Science,8.8,5.0
11978,HISTSCI,2016,spring,7.0,HISTSCI 159,History of Anthropology,4.0,4.6
11979,HISTSCI,2016,spring,25.0,HISTSCI 170,Broken Brains,4.7,4.6
11980,HISTSCI,2016,spring,12.0,HISTSCI 174,Critical Experiments in the Human Sciences,3.0,4.4
11981,HISTSCI,2016,spring,59.0,HISTSCI 188,"Open Minds, Wired Worlds: Computers and Cyberculture",3.6,4.4
11982,HISTSCI,2016,spring,3.0,HISTSCI 246,History and Anthropology of Medicine and Biology,0.0,5.0
11983,HISTSCI,2016,spring,6.0,HISTSCI 252,Sciences of History,14.7,5.0
11984,HISTSCI,2016,spring,7.0,HISTSCI 253,"Bioethics, Law, and the Life Sciences",6.6,4.4
11985,HISTSCI,2016,spring,11.0,HISTSCI 283,Sources and Methods in the History of Technology,10.5,4.7
11986,HISTSCI,2016,spring,9.0,HISTSCI 289,"Entangled Objects: Or the Stuff of Science, Culture, and Society",5.9,4.7
11987,HISTSCI,2016,spring,5.0,HISTSCI 310HFB,History of Science Salon,6.0,5.0
11988,HISTSCI,2016,spring,33.0,HISTSCI 97,Tutorial - Sophomore Year,4.7,4.4
11989,HISTSCI,2016,spring,3.0,HISTSCI 98,Tutorial - Junior Year,7.0,4.5
11990,HISTSCI,2016,spring,19.0,HISTSCI 99B,Tutorial - Senior Year,18.6,4.6
12047,LIFESCI,2016,spring,3.0,LIFESCI 100,Experimental Research in Molecular and Cellular Biology,8.2,4.4
12048,LIFESCI,2016,spring,20.0,LIFESCI 100,Experimental Research in the Life Sciences,8.2,4.4
12049,LIFESCI,2016,spring,6.0,LIFESCI 120,Global Health Threats,3.2,4.0
12050,LIFESCI,2016,spring,398.0,LIFESCI 1B,"An Integrated Introduction to the Life Sciences: Genetics, Genomics, and Evolution",6.2,3.5
12051,LIFESCI,2016,spring,20.0,LIFESCI 50B,Integrated Science,26.2,4.4
12062,MATH,2016,spring,33.0,MATH 101,"Sets, Groups and Topology",7.3,4.1
12063,MATH,2016,spring,6.0,MATH 110,Vector Space Methods for Differential Equations,8.2,4.5
12064,MATH,2016,spring,26.0,MATH 112,Introductory Real Analysis,10.0,3.5
12065,MATH,2016,spring,29.0,MATH 113,Analysis I: Complex Function Theory,9.7,2.8
12066,MATH,2016,spring,7.0,MATH 115,Methods of Analysis,5.3,4.0
12067,MATH,2016,spring,25.0,MATH 123,Algebra II: Theory of Rings and Fields,6.8,4.6
12068,MATH,2016,spring,11.0,MATH 129,Number Fields,5.8,4.2
12069,MATH,2016,spring,9.0,MATH 130,Classical Geometry,3.1,4.7
12070,MATH,2016,spring,19.0,MATH 132,Topology II: Smooth Manifolds,7.8,4.4
12071,MATH,2016,spring,34.0,MATH 137,Algebraic Geometry,11.7,4.6
12072,MATH,2016,spring,15.0,MATH 154,Probability Theory,7.5,4.5
12073,MATH,2016,spring,5.0,MATH 155R,Combinatorics: Designs and Groups,9.0,4.3
12074,MATH,2016,spring,5.0,MATH 156,Mathematical Foundations of Statistical Software,0.0,5.0
12075,MATH,2016,spring,29.0,MATH 157,Mathematics in the World,4.8,4.5
12076,MATH,2016,spring,8.0,MATH 19A,Modeling and Differential Equations for the Life Sciences,7.2,3.8
12077,MATH,2016,spring,9.0,MATH 19B,"Linear Algebra, Probability, and Statistics for the Life Sciences",6.7,3.7
12078,MATH,2016,spring,48.0,MATH 1A,Introduction to Calculus,8.0,4.1
12079,MATH,2016,spring,159.0,MATH 1B,"Calculus, Series, and Differential Equations",8.9,3.7
12080,MATH,2016,spring,8.0,MATH 212BR,Advanced Real Analysis,5.0,5.0
12081,MATH,2016,spring,17.0,MATH 213BR,Advanced Complex Analysis,5.0,4.8
12082,MATH,2016,spring,172.0,MATH 21A,Multivariable Calculus,9.5,3.9
12083,MATH,2016,spring,302.0,MATH 21B,Linear Algebra and Differential Equations,9.3,3.5
12084,MATH,2016,spring,22.0,MATH 222,Lie Groups and Lie Algebras,9.8,3.8
12085,MATH,2016,spring,16.0,MATH 223B,Algebraic Number Theory,3.0,4.6
12086,MATH,2016,spring,33.0,MATH 231BR,Advanced Algebraic Topology,9.2,4.5
12087,MATH,2016,spring,7.0,MATH 232BR,Algebraic Geometry II,6.0,5.0
12088,MATH,2016,spring,46.0,MATH 23B,Linear Algebra and Real Analysis II,8.3,3.6
12089,MATH,2016,spring,23.0,MATH 243,Evolutionary Dynamics,3.3,3.7
12090,MATH,2016,spring,12.0,MATH 253X,Spin Systems,2.0,5.0
12091,MATH,2016,spring,25.0,MATH 25B,Honors Linear Algebra and Real Analysis II,15.3,4.4
12092,MATH,2016,spring,19.0,MATH 264,Nonlinear Partial Differential Equations,4.7,5.0
12093,MATH,2016,spring,32.0,MATH 267,Reductive Groups Over Local and Global Fields,8.0,4.8
12094,MATH,2016,spring,39.0,MATH 278,Formal Geometry in Algebraic Topology,5.2,5.0
12095,MATH,2016,spring,25.0,MATH 287,Contact Homology,1.7,4.7
12096,MATH,2016,spring,12.0,MATH 55B,Honors Real and Complex Analysis,45.2,4.0
12097,MATH,2016,spring,14.0,MATH 99R,Tutorial,3.8,4.7
12098,MATH,2016,spring,94.0,MATH MB,Introduction to Functions and Calculus II,8.3,4.1
12104,MCB,2016,spring,12.0,MCB 105,Systems Neuroscience,6.1,4.3
12105,MCB,2016,spring,14.0,MCB 111,Mathematics in Biology,14.0,3.7
12106,MCB,2016,spring,25.0,MCB 120,Global Health Threats,3.6,4.2
12107,MCB,2016,spring,40.0,MCB 125,Molecular Basis of Behavior,3.6,3.8
12108,MCB,2016,spring,34.0,MCB 145,Neurobiology of Perception and Decision Making,4.2,4.2
12109,MCB,2016,spring,11.0,MCB 148,The Neurobiology of Pain,4.7,5.0
12110,MCB,2016,spring,20.0,MCB 165,Interplay between Viruses and their Hosts,3.4,4.2
12111,MCB,2016,spring,22.0,MCB 170,Brain Invaders: Building and Breaking Barriers in the Nervous System,3.7,4.1
12112,MCB,2016,spring,11.0,MCB 178,Biochemistry of Protein Complexes,3.0,4.2
12113,MCB,2016,spring,20.0,MCB 187,Genome Editing - Progress and Frontiers,4.0,4.1
12114,MCB,2016,spring,9.0,MCB 188,Chromosomes,3.7,4.6
12115,MCB,2016,spring,11.0,MCB 195,Foundations of Systems Biology and Biological Engineering,2.4,3.4
12116,MCB,2016,spring,34.0,MCB 290B,"Current Topics in Molecular, Cellular and Organismal Biology",10.3,4.2
12117,MCB,2016,spring,4.0,MCB 350,Scientific Integrity,1.3,4.0
12118,MCB,2016,spring,4.0,MCB 353,Building Your Own Microscope,0.0,5.0
12119,MCB,2016,spring,84.0,MCB 64,The Cell Biology of Human Life in the World,5.7,4.2
12120,MCB,2016,spring,14.0,MCB 65,Physical Biochemistry: Understanding Macromolecular Machines,7.7,3.6
12121,MCB,2016,spring,23.0,MCB 68,Cell Biology Through the Microscope,8.5,4.6
12122,MCB,2016,spring,22.0,MCB 91,Introduction to Research,15.9,4.5
12123,MCB,2016,spring,1.0,MCB 99A,Laboratory Research for Honors Thesis,18.0,5.0
12124,MCB,2016,spring,11.0,MCB 99B,Laboratory Research for Honors Thesis,25.8,4.1
12141,MUSIC,2016,spring,52.0,MUSIC 10B,Harvard-Radcliffe Orchestra,3.3,4.0
12142,MUSIC,2016,spring,17.0,MUSIC 12B,The Harvard Dance Project,4.4,4.0
12143,MUSIC,2016,spring,11.0,MUSIC 142R,Foundation of Modern Jazz: Topics,3.3,4.5
12144,MUSIC,2016,spring,23.0,MUSIC 14B,Harvard-Radcliffe Collegium Musicum,2.9,4.9
12145,MUSIC,2016,spring,20.0,MUSIC 150B,Music Theory IIb,6.0,4.8
12146,MUSIC,2016,spring,4.0,MUSIC 151,Tonal Analysis,,
12147,MUSIC,2016,spring,21.0,MUSIC 15B,Harvard Glee Club,3.6,4.9
12148,MUSIC,2016,spring,3.0,MUSIC 161R,Advanced Composition,10.5,3.5
12149,MUSIC,2016,spring,10.0,MUSIC 167,Introduction to Electroacoustic Music,7.4,4.7
12150,MUSIC,2016,spring,14.0,MUSIC 16B,Radcliffe Choral Society,2.7,4.3
12151,MUSIC,2016,spring,13.0,MUSIC 173R,Creative Music: Critical Practice Studio,4.9,4.2
12152,MUSIC,2016,spring,13.0,MUSIC 175R,Special Topics,5.7,4.3
12153,MUSIC,2016,spring,13.0,MUSIC 176R,Special Topics,3.8,4.7
12154,MUSIC,2016,spring,48.0,MUSIC 189R,Chamber Music Performance,4.9,4.8
12155,MUSIC,2016,spring,7.0,MUSIC 193RS,Topics in Music from 1800 - Present,2.2,3.3
12156,MUSIC,2016,spring,4.0,MUSIC 194R,Special Topics,11.0,4.0
12157,MUSIC,2016,spring,182.0,MUSIC 1,1000 Years of Listening,3.6,4.5
12158,MUSIC,2016,spring,9.0,MUSIC 201A,Current Methods in Historical Musicology,4.8,3.5
12159,MUSIC,2016,spring,12.0,MUSIC 219R,19th- and 20th-Century Music,6.0,4.9
12160,MUSIC,2016,spring,6.0,MUSIC 219RS,19th and 20th Century Music,6.3,4.7
12161,MUSIC,2016,spring,7.0,MUSIC 223R,Neo-Riemannian Analysis,6.2,5.0
12162,MUSIC,2016,spring,8.0,MUSIC 241R,Musicology Special Topics,9.0,4.7
12163,MUSIC,2016,spring,8.0,MUSIC 250HFB,Colloquium on Teaching Pedagogy,1.0,4.0
12164,MUSIC,2016,spring,5.0,MUSIC 262R,Composition: Seminar,13.7,4.0
12165,MUSIC,2016,spring,7.0,MUSIC 297,Opera (Graduate Seminar in General Education),2.8,4.8
12166,MUSIC,2016,spring,111.0,MUSIC 2,Foundations of Tonal Music I,3.4,4.5
12167,MUSIC,2016,spring,39.0,MUSIC 51B,Theory Ib,5.3,4.8
12168,MUSIC,2016,spring,5.0,MUSIC 97C,Music History and Repertory: Music in Cross-Cultural Perspective,6.2,3.5
12169,MUSIC,2016,spring,12.0,MUSIC BHFB,Exercises in Tonal Writing and Analysis,2.3,3.2
12232,PHYSCI,2016,spring,127.0,PHYSCI 11,Foundations and Frontiers of Modern Chemistry: A Molecular and Global Perspective,6.5,3.9
12233,PHYSCI,2016,spring,79.0,PHYSCI 12A,"Mechanics from an Analytic, Numerical and Experimental Perspective",7.6,3.9
12234,PHYSCI,2016,spring,256.0,PHYSCI 1,"Chemical Bonding, Energy, and Reactivity: An Introduction to the Physical Sciences",6.0,3.1
12235,PHYSCI,2016,spring,176.0,PHYSCI 3,"Electromagnetism, Circuits, Waves, Optics, and Imaging",7.1,3.6
12236,PHYSICS,2016,spring,16.0,PHYSICS 140,Introduction to the Physics of Living Systems,6.1,4.5
12237,PHYSICS,2016,spring,36.0,PHYSICS 143A,Quantum Mechanics I,11.4,4.4
12238,PHYSICS,2016,spring,13.0,PHYSICS 143B,Quantum Mechanics II,10.7,4.6
12239,PHYSICS,2016,spring,19.0,PHYSICS 144,Symmetries and Geometry in Quantum Mechanics,7.4,3.4
12240,PHYSICS,2016,spring,27.0,PHYSICS 153,Electrodynamics,10.5,4.4
12241,PHYSICS,2016,spring,65.0,PHYSICS 15A,Introductory Mechanics and Relativity,9.5,4.2
12242,PHYSICS,2016,spring,38.0,PHYSICS 15B,Introductory Electromagnetism,7.6,4.1
12243,PHYSICS,2016,spring,61.0,PHYSICS 15C,Wave Phenomena,8.4,3.5
12244,PHYSICS,2016,spring,13.0,PHYSICS 175,Laser Physics and Modern Optical Physics,7.9,4.9
12245,PHYSICS,2016,spring,44.0,PHYSICS 181,Statistical Mechanics and Thermodynamics,11.1,3.2
12246,PHYSICS,2016,spring,14.0,PHYSICS 191R,Advanced Laboratory,7.6,4.9
12247,PHYSICS,2016,spring,14.0,PHYSICS 201,Data Analysis for Physicists,12.0,4.2
12248,PHYSICS,2016,spring,20.0,PHYSICS 211R,Infrared structure of gravity and gauge theory,13.9,4.2
12249,PHYSICS,2016,spring,3.0,PHYSICS 215,Biological Dynamics,4.3,4.7
12250,PHYSICS,2016,spring,15.0,PHYSICS 223,Electronics for Scientists,10.9,4.3
12251,PHYSICS,2016,spring,34.0,PHYSICS 232,Advanced Classical Electromagnetism,13.2,4.2
12252,PHYSICS,2016,spring,37.0,PHYSICS 251B,Advanced Quantum Mechanics II,10.9,2.9
12253,PHYSICS,2016,spring,5.0,PHYSICS 253B,Quantum Field Theory II,14.0,3.4
12254,PHYSICS,2016,spring,11.0,PHYSICS 254,The Standard Model,9.2,4.5
12255,PHYSICS,2016,spring,13.0,PHYSICS 268BR,Special Topics in Condensed Matter Physics: Quantum Phases of Matter,5.2,4.4
12256,PHYSICS,2016,spring,4.0,PHYSICS 287BR,Topics in String Theory,17.5,5.0
12257,PHYSICS,2016,spring,41.0,PHYSICS 302,Teaching and Communicating Physics,2.0,4.0
12265,PSY,2016,spring,17.0,PSY 1009,Psychology of Women,5.8,4.6
12266,PSY,2016,spring,23.0,PSY 1056,Explaining Academic Achievement,4.4,4.7
12267,PSY,2016,spring,18.0,PSY 1057,Music and the Mind,5.9,4.9
12268,PSY,2016,spring,37.0,PSY 1301,Brain Science for World Leaders,3.9,4.1
12269,PSY,2016,spring,16.0,PSY 1401,Computational Cognitive Neuroscience,6.6,4.5
12270,PSY,2016,spring,9.0,PSY 1430,Human Memory and Amnesia,4.0,4.8
12271,PSY,2016,spring,20.0,PSY 1453,Consciousness: The Last Frontier of Neuroscience?,3.6,4.8
12272,PSY,2016,spring,12.0,PSY 1454,Neuroscience Fiction: An Introduction to Cutting Edge Neuroscience through the Lens of Film and Tele,3.3,4.7
12273,PSY,2016,spring,37.0,PSY 1500,Decision Making and Negotiation,3.6,4.6
12274,PSY,2016,spring,86.0,PSY 1503,Psychology of Close Relationships,2.7,4.3
12275,PSY,2016,spring,8.0,PSY 1554,Social Synchrony: On the Same Wavelength,6.2,3.9
12276,PSY,2016,spring,21.0,PSY 1557,Self Regulation and the Pursuit of Personal Goals,4.1,4.8
12277,PSY,2016,spring,6.0,PSY 1559,The Social Brain,4.5,5.0
12278,PSY,2016,spring,13.0,PSY 1563,Predicting the Future,3.2,4.8
12279,PSY,2016,spring,392.0,PSY 15,Social Psychology,3.5,4.0
12280,PSY,2016,spring,2.0,PSY 1604,The Social Foundation of Human Development,6.0,5.0
12281,PSY,2016,spring,6.0,PSY 1605,Psychology of Language,4.6,2.8
12282,PSY,2016,spring,25.0,PSY 1702,The Emotional Mind,3.3,4.2
12283,PSY,2016,spring,21.0,PSY 1853,Self-Destructive Behaviors,3.1,4.8
12284,PSY,2016,spring,30.0,PSY 1855,Mood Disorders,3.1,4.9
12285,PSY,2016,spring,20.0,PSY 1857,Psychotherapy: Science and Practice,4.9,4.0
12286,PSY,2016,spring,18.0,PSY 1858,"Stress, Coping, and Resilience",2.9,4.4
12287,PSY,2016,spring,53.0,PSY 1900,Introduction to Statistics for the Behavioral Sciences,3.7,3.6
12288,PSY,2016,spring,18.0,PSY 1901,Methods of Behavioral Research,3.5,3.5
12289,PSY,2016,spring,18.0,PSY 1952,Multivariate Analysis in Psychology,5.7,3.6
12290,PSY,2016,spring,11.0,PSY 2020,"Cognition, Brain, and Behavior: Proseminar",11.8,3.7
12291,PSY,2016,spring,20.0,PSY 2030,Bayesian Analysis for Psychology,3.3,4.5
12292,PSY,2016,spring,7.0,PSY 2040,Contemporary Topics in Psychopathology,6.5,5.0
12293,PSY,2016,spring,3.0,PSY 2150R,Social Cognitive Development: Research Seminar,3.0,4.0
12294,PSY,2016,spring,6.0,PSY 2160R,Laboratory for Affective and Developmental Neuroscience,3.3,4.5
12295,PSY,2016,spring,7.0,PSY 2250,Evolving Morality: From Primordial Soup to Superintelligent Machines (Grad. Sem. in Gen. Ed.),5.7,4.3
12296,PSY,2016,spring,7.0,PSY 2320,Object Representation in the Mind and Brain,4.0,5.0
12297,PSY,2016,spring,5.0,PSY 2357R,Evolution of Human Cooperation: Research Seminar,7.3,4.7
12298,PSY,2016,spring,5.0,PSY 2400,Cognitive Psychology and Emotional Disorders,4.0,4.8
12299,PSY,2016,spring,8.0,PSY 2410R,Laboratory Research on Emotional Disorders,10.0,5.0
12300,PSY,2016,spring,7.0,PSY 2446R,Clinical Research Laboratory,3.0,5.0
12301,PSY,2016,spring,9.0,PSY 2461R,Laboratory for Clinical and Developmental Research,4.0,5.0
12302,PSY,2016,spring,19.0,PSY 2553R,Behavioral Insights Group Research Seminar,6.6,4.3
12303,PSY,2016,spring,6.0,PSY 2560R,Laboratory in Social Cognition,10.0,4.7
12304,PSY,2016,spring,13.0,PSY 2570R,Intergroup Relations: Research Seminar,7.3,4.6
12305,PSY,2016,spring,19.0,PSY 2580R,Affective Forecasting: Research Seminar,6.7,4.7
12306,PSY,2016,spring,5.0,PSY 2620R,Lab in Intergroup Neuroscience,5.5,5.0
12307,PSY,2016,spring,4.0,PSY 2661R,"Research Seminar in Nonverbal Behavior, Social Perception, and Psychophysiology",2.3,4.0
12308,PSY,2016,spring,5.0,PSY 2475R,Laboratory for the Systems Neuroscience of Psychopathology,11.8,5.0
12309,PSY,2016,spring,9.0,PSY 2464R,Research Methods in Child & Adolescent Clinical Psychology,5.0,4.6
12310,PSY,2016,spring,16.0,PSY 2485,"Bad Genes, Bad Parents, Bad Behaviors",3.6,5.0
12311,PSY,2016,spring,12.0,PSY 3200,Research Seminar in Clinical Science,2.0,4.0
12312,PSY,2016,spring,12.0,PSY 3220,Developmental Studies: Seminar,0.0,4.5
12313,PSY,2016,spring,12.0,PSY 3340,"Research Seminar in Cognition, Brain, and Behavior",1.5,5.0
12314,PSY,2016,spring,17.0,PSY 3420,Research Workshop in Social Psychology,1.5,5.0
12315,PSY,2016,spring,5.0,PSY 3500,Psychological Science: Talking Points,0.0,4.0
12316,PSY,2016,spring,5.0,PSY 3550,Teaching Psychology,2.0,3.5
12317,PSY,2016,spring,14.0,PSY 3555,Instructional Styles in Psychology,1.2,3.4
12318,PSY,2016,spring,40.0,PSY 971,Contemporary Issues in Psychology: Intensive Cross-level Analyses,6.7,4.2
12319,PSY,2016,spring,21.0,PSY 975,Contemporary Issues in Psychology: Intensive Cross-level Analyses for Cognitive Neuroscience and Evo,4.8,4.4
12320,PSY,2016,spring,15.0,PSY 980M,Psychology of Left and Right,3.1,4.1
12321,PSY,2016,spring,7.0,PSY 980W,Psychology of Dominance and Societal Structure,3.0,4.8
12377,SCILIVSY,2016,spring,32.0,SCILIVSY 15,Developmental Psychology: Origins of Knowledge,4.2,3.0
12378,SCILIVSY,2016,spring,80.0,SCILIVSY 16,Human Evolution and Human Health,3.1,3.9
12379,SCILIVSY,2016,spring,30.0,SCILIVSY 17,Human Physiology: From Personal To Public Health,3.7,4.0
12380,SCILIVSY,2016,spring,253.0,SCILIVSY 19,Nutrition and Global Health,3.4,3.6
12381,SCILIVSY,2016,spring,197.0,SCILIVSY 20,Psychological Science,4.5,3.6
12382,SCIPHUNV,2016,spring,97.0,SCIPHUNV 12,Natural Disasters,2.8,3.5
12383,SCIPHUNV,2016,spring,12.0,SCIPHUNV 13,Why You Hear What You Hear: The Science of Music and Sound,2.9,4.2
12384,SCIPHUNV,2016,spring,61.0,SCIPHUNV 22,The Unity of Science: From the Big Bang to the Brontosaurus and Beyond,3.6,3.6
12385,SCIPHUNV,2016,spring,109.0,SCIPHUNV 25,Energy and Climate: Vision for the Future,3.1,3.7
12386,SCIPHUNV,2016,spring,127.0,SCIPHUNV 30,Life as a Planetary Phenomenon,3.5,3.4
12387,SCIPHUNV,2016,spring,92.0,SCIPHUNV 31,Energy Resources and the Environment,2.8,4.1
12423,SOCIOL,2016,spring,7.0,SOCIOL 111,Creativity and Innovation,6.8,4.8
12424,SOCIOL,2016,spring,6.0,SOCIOL 112,"Men, Women, and Work",4.4,4.0
12425,SOCIOL,2016,spring,13.0,SOCIOL 118,International Development: Why Nations Succeed or Fail,4.3,4.1
12426,SOCIOL,2016,spring,48.0,SOCIOL 121,The Pursuit of Community in America,4.2,4.4
12427,SOCIOL,2016,spring,14.0,SOCIOL 135,Education and Culture,5.0,4.6
12428,SOCIOL,2016,spring,50.0,SOCIOL 137,"Money, Work, and Social Life",4.1,3.7
12429,SOCIOL,2016,spring,20.0,SOCIOL 140,"Identity, Inequality and Social Media",3.5,3.7
12430,SOCIOL,2016,spring,12.0,SOCIOL 143,Just Institutions,6.3,3.4
12431,SOCIOL,2016,spring,27.0,SOCIOL 156,Quantitative Methods in Sociology,3.3,3.9
12432,SOCIOL,2016,spring,17.0,SOCIOL 161,Big Data: What is it?,3.7,3.3
12433,SOCIOL,2016,spring,13.0,SOCIOL 168,Sociology of Biomedicine and Global Health,4.4,4.0
12434,SOCIOL,2016,spring,20.0,SOCIOL 175,Sociology of Immigration,5.2,4.3
12435,SOCIOL,2016,spring,17.0,SOCIOL 181,Social Change in Modern Korea,3.9,4.5
12436,SOCIOL,2016,spring,16.0,SOCIOL 189,Democracy and Social Movements in East Asia,3.8,4.9
12437,SOCIOL,2016,spring,12.0,SOCIOL 205,Sociological Research Design,7.1,4.4
12438,SOCIOL,2016,spring,13.0,SOCIOL 209,Qualitative Social Analysis: Seminar,14.0,4.7
12439,SOCIOL,2016,spring,13.0,SOCIOL 211,Analysis of Longitudinal Data: Seminar,8.0,4.8
12440,SOCIOL,2016,spring,16.0,SOCIOL 218,Methods for Quantitative Data Analysis,6.0,4.7
12441,SOCIOL,2016,spring,7.0,SOCIOL 224,Organizational Analysis: Seminar,11.0,4.2
12442,SOCIOL,2016,spring,15.0,SOCIOL 236,Cultural Processes in the Production of Inequality,12.3,4.8
12443,SOCIOL,2016,spring,30.0,SOCIOL 24,Introduction to Social Inequality,4.4,3.9
12444,SOCIOL,2016,spring,157.0,SOCIOL 27,Introduction to Social Movements,3.6,3.7
12445,SOCIOL,2016,spring,15.0,SOCIOL 296B,Proseminar on Inequality and Social Policy II,5.5,4.1
12446,SOCIOL,2016,spring,34.0,SOCIOL 97,Tutorial in Sociological Theory,6.0,4.1
12447,SOCIOL,2016,spring,8.0,SOCIOL 98BE,"Culture, Power, and Politics",4.5,5.0
12448,SOCIOL,2016,spring,9.0,SOCIOL 98M,"Social Class in the United States: Identity, Culture, and Consciousness",5.6,4.9
12449,SOCIOL,2016,spring,7.0,SOCIOL 98MC,Protest and the State,4.0,3.2
12450,SOCIOL,2016,spring,9.0,SOCIOL 98SD,Urban Inequality in the 21st Century,5.7,4.4
12451,SOCWORLD,2016,spring,18.0,SOCWORLD 13,Japan in Asia and the World,4.6,4.1
12452,SOCWORLD,2016,spring,92.0,SOCWORLD 27,The Two Koreas,4.7,4.6
12453,SOCWORLD,2016,spring,363.0,SOCWORLD 38,Pyramid Schemes: The Archaeological History of Ancient Egypt,2.8,4.0
12454,SOCWORLD,2016,spring,24.0,SOCWORLD 40,The Incas: The Last Great Empire of Pre-Columbian South America,4.4,3.2
12455,SOCWORLD,2016,spring,127.0,SOCWORLD 44,"Human Trafficking, Slavery and Abolition in the Modern World",2.8,3.7
12456,SOCWORLD,2016,spring,20.0,SOCWORLD 46,The Anthropology of Arabia,6.0,3.4
12457,SOCWORLD,2016,spring,60.0,SOCWORLD 49,The Worlds of Business in Modern China,3.6,4.0
12458,SPANSH,2016,spring,8.0,SPANSH 156,The Colonial City as Palimpsest,4.7,3.7
12459,SPANSH,2016,spring,30.0,SPANSH 194,The Borges Machine,3.9,4.3
12460,SPANSH,2016,spring,7.0,SPANSH 248,The Warning in its Music: Politics of the Poem in 20th Century Spain,6.6,4.7
12461,SPANSH,2016,spring,76.0,SPANSH 30,Advanced Spanish Language I: Four Countries and their Cultures,5.8,3.8
12462,SPANSH,2016,spring,45.0,SPANSH 40,Advanced Spanish Language II: Viewing the Hispanic World,5.4,4.3
12463,SPANSH,2016,spring,44.0,SPANSH 50,Writing and Performance,4.2,4.3
12464,SPANSH,2016,spring,12.0,SPANSH 59,Spanish and the Community,7.5,4.5
12465,SPANSH,2016,spring,5.0,SPANSH 59H,Spanish for Latino Students II: Connecting with Communities,5.7,4.7
12466,SPANSH,2016,spring,26.0,SPANSH 61N,Advanced Spanish Language and Culture: The Ethics of Business,4.8,4.1
12467,SPANSH,2016,spring,19.0,SPANSH 71B,Introduction to Modern Latin American Literature,4.5,3.8
12468,SPANSH,2016,spring,6.0,SPANSH 80GR,How To Do Things With Grammar: The Poet in Love and War,4.0,4.5
12469,SPANSH,2016,spring,19.0,SPANSH AA,Beginning Spanish I,5.0,4.8
12470,SPANSH,2016,spring,132.0,SPANSH AB,Beginning Spanish II,5.2,3.8
12471,SPANSH,2016,spring,6.0,SPANSH ACD,Intensive Beginning Spanish: Special Course,10.3,5.0
12472,SPANSH,2016,spring,100.0,SPANSH C,Intermediate Spanish,4.7,4.0
12473,STAT,2016,spring,197.0,STAT 102,Introduction to Statistics for Life Sciences,6.3,3.5
12474,STAT,2016,spring,324.0,STAT 104,Introduction to Quantitative Methods for Economics,5.2,3.8
12475,STAT,2016,spring,191.0,STAT 111,Introduction to Theoretical Statistics,11.2,3.4
12476,STAT,2016,spring,17.0,STAT 115,Introduction to Computational Biology and Bioinformatics,15.4,3.0
12477,STAT,2016,spring,48.0,STAT 123,Applied Quantitative Finance,9.3,3.7
12478,STAT,2016,spring,103.0,STAT 139,Statistical Sleuthing Through Linear Models,5.8,3.3
12479,STAT,2016,spring,96.0,STAT 149,Statistical Sleuthing through Generalized Linear Models,6.2,4.3
12480,STAT,2016,spring,64.0,STAT 171,Introduction to Stochastic Processes,8.2,4.2
12481,STAT,2016,spring,60.0,STAT 186,Statistical Methods for Evaluating Causal Effects,5.9,3.1
