Course,term,year,department,Enrollment,Workload,Overall
GOV 30: American Government: A New Perspective,fall,2015,GOV,204,3.8,3.7
GOV 3100A: EJ Safra Graduate Fellowship Seminar,fall,2015,GOV,7,4.0,4.5
"GOV 94AM: Border Politics: Migration, Detention, and Il/legality",fall,2015,GOV,8,3.8,4.3
GOV 94AO: Authority and Disobedience,fall,2015,GOV,12,4.0,4.5
"GOV 94AP: Democracy and Authoritarianism in Sub-Saharan Africa, 1950s - present",fall,2015,GOV,8,6.1,4.7
"GOV 94CA: Casino Capitalism: Gambling, Finance, and the Ethics of Speculation",fall,2015,GOV,15,4.7,4.8
GOV 94CI: Comparing India and China: An Examination of State-Society Relations,fall,2015,GOV,5,4.6,4.8
GOV 94HA: The Political Science of American Democracy,fall,2015,GOV,14,6.3,4.4
GOV 94LG: Legalism,fall,2015,GOV,14,4.0,4.8
GOV 94NL: Election Polling and Public Opinion,fall,2015,GOV,7,5.8,3.8
GOV 94OF: Law and Politics in Multicultural Democracies,fall,2015,GOV,12,5.0,4.6
GOV 94PY: Revolution and Politics in Contemporary Iran,fall,2015,GOV,15,8.5,4.7
GOV 94XY: Migration and Politics in the Era of Globalization,fall,2015,GOV,14,5.7,4.4
GREEK 110: Plato's <i>Phaedo</i>,fall,2015,GREEK,3,10.0,4.5
GREEK 112A: History of Greek Literature I,fall,2015,GREEK,2,10.0,5.0
GREEK 122: Sophocles,fall,2015,GREEK,6,6.5,4.2
GREEK 134: The Language of Homer,fall,2015,GREEK,8,3.5,3.9
GREEK AA: Beginning Greek,fall,2015,GREEK,13,5.4,3.8
GREEK AC: Review and Reading,fall,2015,GREEK,2,7.5,4.7
GREEK BA: Introduction to Attic Prose,fall,2015,GREEK,2,0.0,5.0
HAA 143R: The Art of the Court of Constantinople: Proseminar,fall,2015,HAA,4,6.5,5.0
HAA 150V: Michelangelo: Monuments and Mythmaking,fall,2015,HAA,11,4.2,4.2
HAA 157K: The Age of Albrecht Durer: Prints and Drawings at Harvard,fall,2015,HAA,14,5.7,4.2
HAA 15D: Art of the Italian Renaissance,fall,2015,HAA,27,3.7,4.7
HAA 173G: Drawing on Exhibition,fall,2015,HAA,11,5.7,4.8
"HAA 175K: American and European Art, 1945-1975",fall,2015,HAA,39,3.6,4.4
HAA 177P: Language of Photography in the USA: From Walker Evans to Lorna Simpson,fall,2015,HAA,12,8.5,5.0
HAA 179X: Tectonics Lab: Conference Course,fall,2015,HAA,6,19.6,4.8
HAA 17V: Modern Architecture,fall,2015,HAA,27,3.7,4.2
HAA 188V: Sacred Places and Sacred Objects: The Art of Japanese Religion,fall,2015,HAA,6,4.0,3.0
HAA 18S: Arts of South and Southeast Asia,fall,2015,HAA,3,1.7,5.0
HAA 192M: Early African Art (to 1750),fall,2015,HAA,6,9.0,5.0
HAA 199N: Between Europe and Asia: Colonial Latin America and the Art of Fusion,fall,2015,HAA,6,2.6,4.6
HAA 223M: Transregional Connections: Architecture and the Construction of Early Modern Islamic Empires,fall,2015,HAA,11,8.1,4.4
HAA 280R: Topics in Chinese Art,fall,2015,HAA,9,5.0,4.3
HAA 285M: South Asian Temple: Theory and Practice,fall,2015,HAA,4,9.5,4.8
HAA 287S: China in Twelve Artworks,fall,2015,HAA,9,5.6,4.1
HAA 310A: Methods and Theory of Art History,fall,2015,HAA,9,9.4,4.4
HAA 98BR: Methods Tutorial,fall,2015,HAA,12,8.1,4.3
HBTM 201: Tumor Pathophysiology and Transport Phenomena - A Systems Biology Approach,fall,2015,HBTM,2,5.0,4.5
HBTM 235: Principles of Human Disease: Physiology and Pathology,fall,2015,HBTM,18,4.8,4.0
HEB 1200: Neanderthals and Human Evolutionary History,fall,2015,HEB,6,3.0,4.6
HEB 1290: Cultural Evolution: an interdisciplinary perspective,fall,2015,HEB,14,2.8,3.9
HEB 1312: Human Sexuality: Research and Presentation Seminar,fall,2015,HEB,15,4.2,4.8
"HEB 1321: Food, Drink and Energy",fall,2015,HEB,8,4.3,4.0
HEB 1335: Behavioral Ecology of Chimpanzees,fall,2015,HEB,6,5.5,5.0
HEB 1351: Reproductive Ecology,fall,2015,HEB,3,3.7,4.7
HEB 1355: Evolution and Religion,fall,2015,HEB,33,4.3,4.6
HEB 1390: Game Theory and Social Behavior,fall,2015,HEB,31,6.4,3.0
HEB 1413: Mechanics of the Human Diet,fall,2015,HEB,8,4.1,4.5
HEB 1418: Endocrinology and Behavior: Research Seminar,fall,2015,HEB,3,4.5,2.5
HEB 1421: Teeth,fall,2015,HEB,2,3.5,4.5
HEB 1463: Molecular Evolution of Primates,fall,2015,HEB,4,4.8,4.8
HEB 1480: Human Evolution through Developmental Change,fall,2015,HEB,6,5.8,4.2
HEB 1540: Human Migration,fall,2015,HEB,11,4.0,4.9
HEB 1562: The Behavioral Biology of Human Aggression,fall,2015,HEB,17,3.1,4.3
HEB 3200: Graduate Seminar in Human Evolutionary Biology,fall,2015,HEB,4,3.5,4.3
HEBREW 243: Critical Study of Midrash,fall,2015,HEBREW,4,3.7,2.8
HIND-URD 101A: Introductory Hindi-Urdu,fall,2015,HIND-URD,19,5.9,4.6
HIND-URD 102A: Intermediate Hindi-Urdu,fall,2015,HIND-URD,11,7.3,5.0
HIND-URD 103AR: Advanced Hindi-Urdu,fall,2015,HIND-URD,6,4.2,4.6
HIND-URD 105R: Topics in Hindi-Urdu Literature,fall,2015,HIND-URD,2,5.0,5.0
HIND-URD 91R: Hindi-Urdu Supervised Readings,fall,2015,HIND-URD,1,0.0,5.0
HIST 1013: Pacific Crossroads: Histories of Asian America,fall,2015,HIST,12,4.0,4.4
"HIST 1042: History of U.S. Imperialism, 1600-1900",fall,2015,HIST,10,3.7,3.4
"HIST 1047: Anglo-Saxon and Viking-Age England, AD 400-1100: An Archaeology",fall,2015,HIST,9,3.0,4.4
HIST 1063: America and Vietnam: 1945-1975,fall,2015,HIST,25,5.7,3.5
HIST 1068: United Nations: A Global History,fall,2015,HIST,44,3.2,4.1
HIST 1270: Frontiers of Europe: Ukraine since 1500,fall,2015,HIST,15,4.8,4.3
HIST 1300: Western Intellectual History: Greco-Roman Antiquity,fall,2015,HIST,57,4.4,3.7
HIST 13C: St. Louis from Lewis and Clark to Michael Brown,fall,2015,HIST,10,5.0,4.3
HIST 13D: Iran's Revolutions,fall,2015,HIST,10,4.7,4.5
HIST 13G: From Wastelands to Wal-Mart: U.S. Labor History in Global Perspective,fall,2015,HIST,7,6.3,4.7
"HIST 1405: American Legal History, 1776-1865",fall,2015,HIST,10,5.9,4.1
"HIST 1410: American Families, 1600-1900",fall,2015,HIST,17,4.7,4.7
HIST 1513: History of Modern Latin America,fall,2015,HIST,70,5.2,4.4
HIST 1878B: Ottoman State and Society II (1550-1920),fall,2015,HIST,17,5.6,4.3
HIST 1880: The Middle East from 1750 to 1914,fall,2015,HIST,22,6.4,4.5
HIST 1911: Pacific History,fall,2015,HIST,9,6.1,5.0
HIST 1914: The History of Environmental Activism,fall,2015,HIST,4,5.0,4.2
HIST 1918: Telling Lives in Asia,fall,2015,HIST,1,7.0,4.0
HIST 1928: Istanbul: Eventful City & Quotidian Modernity since the Invention of Coffeehouses in the 16th c.,fall,2015,HIST,6,9.5,4.2
HIST 1930: Literature and Social History: A View from Brazil,fall,2015,HIST,6,6.5,5.0
HIST 1934: The Vietnam War: A Legal History,fall,2015,HIST,1,3.0,4.0
HIST 1938: MEGA China,fall,2015,HIST,7,4.5,4.3
HIST 1973: North American Cities,fall,2015,HIST,2,3.0,5.0
HIST 1974: Eurasia in the Twentieth Century,fall,2015,HIST,9,8.8,4.1
HIST 1993: Introduction to Digital History,fall,2015,HIST,4,9.0,5.0
"HIST 1998: Science, Medicine & Environment in Japan",fall,2015,HIST,7,6.8,4.7
"HIST 2055: Early Medieval History, Archaeology and Archaeoscience: Seminar",fall,2015,HIST,5,0.0,5.0
HIST 2112: Latin Texts of the Italian Renaissance: Proseminar,fall,2015,HIST,6,8.0,5.0
HIST 2260: Central Europe: Seminar,fall,2015,HIST,5,12.0,4.5
HIST 2320A: Foundations of Modern European Intellectual History: Seminar,fall,2015,HIST,4,15.0,4.5
HIST 2321: Methods in the History of the Book: Seminar,fall,2015,HIST,10,9.2,4.8
HIST 2341A: American Intellectual History: Seminar,fall,2015,HIST,4,11.0,4.7
HIST 2424: Readings in the History of Gender and Sexuality in the West: Proseminar,fall,2015,HIST,3,22.0,4.5
HIST 2462: Readings in the U.S. in the 20th Century: Proseminar,fall,2015,HIST,13,12.3,4.9
HIST 2463: Graduate Readings in 20th-Century African-American History: Seminar,fall,2015,HIST,6,6.0,5.0
HIST 2475: Legal History Workshop,fall,2015,HIST,2,3.0,5.0
HIST 2482A: History of American Capitalism: Seminar,fall,2015,HIST,13,5.0,4.3
HIST 2510: History and Memory in Latin America:  Seminar,fall,2015,HIST,10,8.8,4.9
HIST 2638: Readings in Modern Chinese History: Proseminar,fall,2015,HIST,12,11.1,4.5
HIST 2653: Historiography of Modern Japan: Proseminar,fall,2015,HIST,15,11.0,4.2
"HIST 2707: Comparative Slavery & the Law: Africa, Latin America, & the US: Seminar",fall,2015,HIST,6,9.0,4.8
HIST 2886: Topics in Islamic History: Seminar,fall,2015,HIST,6,5.0,5.0
HIST 2919A: International Society in Global Context:  Seminar,fall,2015,HIST,7,7.0,4.6
HIST 2950A: Approaches to Global History: Seminar,fall,2015,HIST,8,4.4,3.7
HIST 2968: History and Economics: Proseminar,fall,2015,HIST,12,6.7,3.8
HIST 3900: Writing History: Approaches and Practices,fall,2015,HIST,22,5.8,4.4
HIST 3920A: Colloquium on Teaching Practices,fall,2015,HIST,16,1.2,3.8
HIST 60Q: Modern Japan at War,fall,2015,HIST,9,4.0,4.8
"HIST 60U: Religion and Politics: India, 1800-2015",fall,2015,HIST,3,6.3,5.0
HIST 79E: Commodities in International History,fall,2015,HIST,14,8.4,4.5
HIST 84H: The Northern Side of the Civil Rights Movement,fall,2015,HIST,13,5.2,4.2
HIST 89H: Henry Kissinger: Statecraft in Theory and Practice,fall,2015,HIST,22,6.3,4.5
"HIST-LIT 90AV: Revolution and Reform in Britain and France, 1820-1880",fall,2015,HIST-LIT,7,7.8,4.4
HIST-LIT 90BK: American Economic Fictions,fall,2015,HIST-LIT,17,6.5,4.3
HIST-LIT 90BL: American Memorials from Slavery to September 11,fall,2015,HIST-LIT,7,4.3,4.1
HIST-LIT 90BO: Sports and Empire,fall,2015,HIST-LIT,14,6.6,4.4
"HIST-LIT 90BP: National Bodies, Public Health",fall,2015,HIST-LIT,7,6.3,4.3
HIST-LIT 90BQ: Early Modern Encounters,fall,2015,HIST-LIT,7,5.3,4.2
"HIST-LIT 90BX: World War I in Fiction, Film, Poetry, and Memoir",fall,2015,HIST-LIT,17,7.3,4.2
HIST-LIT 90BY: Cold War Cinema,fall,2015,HIST-LIT,12,5.1,4.3
"HIST-LIT 90BZ: Harvard, Meritocracy, and the Making of Elites",fall,2015,HIST-LIT,6,9.8,4.8
HIST-LIT 90CA: Cocaine: Customs and War in the Americas,fall,2015,HIST-LIT,5,4.5,4.5
HIST-LIT 90CD: Red Tape: Bureaucracy in American Culture,fall,2015,HIST-LIT,4,4.5,5.0
HIST-LIT 90L: Stories of Slavery and Freedom,fall,2015,HIST-LIT,18,8.2,4.7
HISTSCI 100: Knowing the World: An Introduction to the History of Science,fall,2015,HISTSCI,70,4.5,4.1
"HISTSCI 115: Instruments & Mechanical Marvels: Studies in the Material Culture of Science, 17th-20th Century",fall,2015,HISTSCI,6,5.8,4.5
HISTSCI 141V: Public Health and Welfare in America and Europe,fall,2015,HISTSCI,17,3.8,4.5
HISTSCI 144: Medical Technologies in Historical Perspective,fall,2015,HISTSCI,10,4.2,4.3
"HISTSCI 146V: Bodies in Flux: Medicine, Gender, and Sexuality in the Modern Middle East",fall,2015,HISTSCI,14,4.2,4.2
HISTSCI 149V: Explaining Epidemics,fall,2015,HISTSCI,35,4.1,3.3
"HISTSCI 166: What is Enlightenment?: Science, Religion, and the Making of Modernity",fall,2015,HISTSCI,4,10.0,4.5
HISTSCI 179: The Freudian Century,fall,2015,HISTSCI,25,3.2,4.6
"HISTSCI 180: Science, Technology, and Society in Modern East Asia",fall,2015,HISTSCI,19,4.3,4.2
"HISTSCI 181: Humans in Space: Past, Present, Future",fall,2015,HISTSCI,28,3.5,4.4
"HISTSCI 192: The Empire Strikes Back: Science Fiction, Religion, and Society",fall,2015,HISTSCI,50,4.9,4.4
HISTSCI 194V: Brave New Worlds: Imagining the Futures of Science,fall,2015,HISTSCI,12,5.8,4.3
HISTSCI 200: Knowing the World: Studying the History of Science,fall,2015,HISTSCI,7,8.4,4.7
"HISTSCI 209: Science and Religion: Debates, Approaches and Controversies",fall,2015,HISTSCI,10,6.0,4.5
HISTSCI 261: Ethnography of Science and Technology,fall,2015,HISTSCI,5,7.0,4.7
"HISTSCI 272: Big Data: Past, Present, Future",fall,2015,HISTSCI,12,4.5,4.5
"HISTSCI 285: Science, Power and Politics",fall,2015,HISTSCI,5,8.5,5.0
"HISTSCI 292: The Physics of Fiction: Pynchon, Narrative, Theory",fall,2015,HISTSCI,10,8.7,4.4
HISTSCI 295V: Scientific Biographies,fall,2015,HISTSCI,8,7.2,4.6
HISTSCI 310HFA: History of Science Salon,fall,2015,HISTSCI,7,4.6,4.6
HISTSCI 98: Tutorial - Junior Year,fall,2015,HISTSCI,41,7.5,3.5
HISTSCI 99A: Tutorial - Senior Year,fall,2015,HISTSCI,21,12.1,4.4
HLTHPOL 2000A: Core Course in Health Policy,fall,2015,HLTHPOL,11,6.4,4.0
HLTHPOL 3050: Federal Research Funding,fall,2015,HLTHPOL,6,2.0,3.0
HUMAN 10A: A Humanities Colloquium: From Homer to Descartes,fall,2015,HUMAN,74,8.7,4.4
HUMAN 11B: Frameworks: The Art of Listening,fall,2015,HUMAN,17,7.0,3.9
"HUMAN 53: Revolution, Reform and Conservatism in Western Culture",fall,2015,HUMAN,8,6.5,4.2
HUMAN 54: The Urban Imagination,fall,2015,HUMAN,6,7.7,4.8
IMMUN 201: Principles of Immunology,fall,2015,IMMUN,21,6.2,3.7
IMMUN 301: Immunology Seminar,fall,2015,IMMUN,8,5.8,4.7
IMMUN 307QC: Cancer Immunology,fall,2015,IMMUN,18,6.8,4.1
IRISH 132: Introduction to Modern Irish,fall,2015,IRISH,3,4.0,5.0
IRISH 200: Introduction to Old Irish,fall,2015,IRISH,6,8.0,4.0
"ISLAMCIV 178: Muslim Societies in South Asia: Religion, Culture, and Identity",fall,2015,ISLAMCIV,18,6.1,3.8
ITAL 117: Cinema of Migration,fall,2015,ITAL,8,3.5,3.9
ITAL 30: Upper-Level Italian: Italian Through Art,fall,2015,ITAL,3,3.0,4.0
ITAL 40: Advanced Oral Expression and Performance,fall,2015,ITAL,7,5.0,4.4
ITAL AA: Beginning Italian I: Pathways to Italy,fall,2015,ITAL,36,5.2,4.3
ITAL AB: Beginning Italian II: The Art and Craft of Italy,fall,2015,ITAL,7,5.8,4.4
ITAL C: Intermediate Italian: Romance! Mystery? Noir...,fall,2015,ITAL,6,5.2,4.2
JAPAN 120A: Intermediate Japanese I,fall,2015,JAPAN,26,11.3,4.3
JAPAN 130A: Intermediate Japanese II,fall,2015,JAPAN,19,10.8,3.6
JAPAN 140A: Advanced Modern Japanese,fall,2015,JAPAN,9,11.1,4.7
JAPAN 150A: Readings and Discussion in Japanese Social Sciences,fall,2015,JAPAN,9,7.6,4.5
JAPAN 210A: Reading Scholarly Japanese for Students of Chinese and Korean,fall,2015,JAPAN,4,11.0,4.7
JAPAN BA: Elementary Japanese,fall,2015,JAPAN,67,9.0,4.6
"JAPNHIST 203: Women, Court, and the Japanese Monarchy: 600-1400",fall,2015,JAPNHIST,2,9.3,4.3
JAPNLIT 270: Topics in Modern and Contemporary Japanese Fiction: Seminar,fall,2015,JAPNLIT,5,6.0,4.5
KOREAN 120A: Intermediate Korean,fall,2015,KOREAN,10,4.4,4.2
KOREAN 130A: Pre-advanced Korean,fall,2015,KOREAN,17,5.7,3.8
KOREAN 140A: Advanced Korean,fall,2015,KOREAN,3,5.5,3.5
KOREAN 150A: Readings in Cultural Studies,fall,2015,KOREAN,1,0.0,5.0
KOREAN BA: Elementary Korean,fall,2015,KOREAN,25,7.1,4.4
KOREAN BX: Elementary Korean for Advanced Beginners,fall,2015,KOREAN,5,5.5,4.2
KORHIST 115: Korean History Through Film,fall,2015,KORHIST,8,3.5,4.5
KORHIST 253: Modern Korean History: Proseminar,fall,2015,KORHIST,8,12.3,5.0
LATIN 106A: Virgil: Eclogues and Georgics,fall,2015,LATIN,6,7.0,4.9
LATIN 110: Neronian Literature,fall,2015,LATIN,12,5.9,4.9
LATIN 112A: History of Latin Literature I,fall,2015,LATIN,4,11.8,4.2
LATIN 201: Reading Latin,fall,2015,LATIN,6,8.8,5.0
LATIN AA: Beginning Latin,fall,2015,LATIN,32,5.4,4.4
LATIN AC: Review and Reading,fall,2015,LATIN,9,5.5,4.4
LATIN BA: Latin Prose Selections (Classical),fall,2015,LATIN,11,6.7,4.6
LATIN BAM: Latin Prose Selections (Late Antique and Medieval),fall,2015,LATIN,3,0.0,5.0
LATIN H: Introductory Latin Prose Composition,fall,2015,LATIN,7,5.8,3.9
LIFESCI 100: Experimental Research in Molecular and Cellular Biology,fall,2015,LIFESCI,2,7.3,4.5
LIFESCI 100: Experimental Research in the Life Sciences,fall,2015,LIFESCI,17,7.3,4.5
"LIFESCI 1A: An Integrated Introduction to the Life Sciences: Chemistry, Molecular Biology, and Cell Biology",fall,2015,LIFESCI,432,6.2,3.7
LIFESCI 2: Evolutionary Human Physiology and Anatomy,fall,2015,LIFESCI,118,8.4,3.8
LIFESCI 50A: Integrated Science,fall,2015,LIFESCI,24,16.0,4.1
LING 101: The Science of Language: An Introduction,fall,2015,LING,30,4.0,3.9
LING 102: Sentence Structure,fall,2015,LING,10,4.9,3.9
LING 105: Sounds of Language,fall,2015,LING,10,4.7,4.6
LING 112: Syntactic Theory I,fall,2015,LING,6,9.6,4.2
LING 116: Semantic Theory I,fall,2015,LING,7,6.7,4.3
LING 130: Psycholinguistics: Seminar,fall,2015,LING,5,4.0,4.5
LING 149: Languages of the Caucasus,fall,2015,LING,6,4.3,4.2
LING 200: Second Language Acquisition,fall,2015,LING,21,4.3,2.9
LING 207R: Topics in Semantics,fall,2015,LING,7,6.2,4.8
LING 250: Old Church Slavonic,fall,2015,LING,7,9.2,3.5
LPS A: Foundational Chemistry and Biology,fall,2015,LPS,135,6.6,4.1
MANCHU 120A: Intermediate Manchu,fall,2015,MANCHU,3,6.0,5.0
"MATH 101: Sets, Groups and Topology",fall,2015,MATH,15,8.1,3.7
"MATH 114: Analysis II: Measure, Integration and Banach Spaces",fall,2015,MATH,12,10.3,3.5
"MATH 116: Real Analysis, Convexity, and Optimization",fall,2015,MATH,21,14.3,4.2
MATH 121: Linear Algebra and Applications,fall,2015,MATH,8,5.6,4.6
MATH 122: Algebra I: Theory of Groups and Vector Spaces,fall,2015,MATH,94,10.0,4.0
MATH 124: Number Theory,fall,2015,MATH,11,9.4,4.3
MATH 131: Topology I: Topological Spaces and the Fundamental Group,fall,2015,MATH,48,7.3,4.1
MATH 136: Differential Geometry,fall,2015,MATH,13,7.8,4.4
MATH 142: Descriptive Set Theory,fall,2015,MATH,6,7.2,4.3
MATH 152: Discrete Mathematics,fall,2015,MATH,13,5.5,4.5
MATH 153: Mathematical Biology-Evolutionary Dynamics,fall,2015,MATH,41,5.8,4.2
MATH 18: Multivariable Calculus for Social Sciences,fall,2015,MATH,30,8.3,4.2
MATH 19A: Modeling and Differential Equations for the Life Sciences,fall,2015,MATH,43,7.6,4.2
MATH 1A: Introduction to Calculus,fall,2015,MATH,167,8.3,4.1
"MATH 1B: Calculus, Series, and Differential Equations",fall,2015,MATH,244,8.6,3.6
MATH 212A: Real Analysis,fall,2015,MATH,14,4.5,4.3
MATH 213A: Complex Analysis,fall,2015,MATH,15,7.4,4.5
MATH 21A: Multivariable Calculus,fall,2015,MATH,285,7.9,3.9
MATH 21B: Linear Algebra and Differential Equations,fall,2015,MATH,106,9.4,3.8
MATH 221: Algebra,fall,2015,MATH,7,9.2,4.6
MATH 223A: Algebraic Number Theory,fall,2015,MATH,31,4.7,4.5
MATH 229X: Introduction to Analytic Number Theory,fall,2015,MATH,19,17.6,4.6
MATH 230A: Differential Geometry,fall,2015,MATH,23,10.0,4.5
MATH 231A: Algebraic Topology,fall,2015,MATH,24,9.7,4.7
MATH 232A: Introduction to Algebraic Geometry I,fall,2015,MATH,11,9.2,4.0
MATH 23A: Linear Algebra and Real Analysis I,fall,2015,MATH,59,10.5,3.4
MATH 254: Topics in Random Matrices,fall,2015,MATH,14,8.0,4.0
"MATH 256: Dynamics, Stability and Noncommutative Algebra",fall,2015,MATH,22,0.0,5.0
MATH 25A: Honors Linear Algebra and Real Analysis I,fall,2015,MATH,45,17.1,4.6
MATH 276: Topics in Probability Theory: Stochastic Calculus,fall,2015,MATH,15,6.0,5.0
"MATH 277: Fukaya Categories, Sheaves, and Cosheaves",fall,2015,MATH,36,0.0,5.0
MATH 282: Geometry of Algebraic Curves,fall,2015,MATH,44,8.2,4.7
MATH 289: Topics on Geometric Analysis,fall,2015,MATH,11,0.0,5.0
MATH 55A: Honors Abstract Algebra,fall,2015,MATH,11,30.2,3.7
MATH 99R: Tutorial,fall,2015,MATH,8,1.4,4.8
MATH MA: Introduction to Functions and Calculus I,fall,2015,MATH,110,7.8,3.7
"MBB 980A: Conscious States: Waking, Sleeping, and Dreaming",fall,2015,MBB,9,5.1,3.9
"MBB 980E: Music, Mind, and Brain",fall,2015,MBB,10,2.3,3.1
"MBB 980F: Creativity Research: Madmen, Geniuses, and Harvard Students",fall,2015,MBB,9,2.8,4.7
MBB 980L: Dopamine,fall,2015,MBB,16,1.8,4.6
MCB 101: Human Genetics,fall,2015,MCB,7,8.1,4.3
MCB 115: Cellular Basis of Neuronal Function,fall,2015,MCB,14,10.8,3.8
"MCB 129: The Brain: Development, Plasticity and Decline",fall,2015,MCB,29,4.3,4.3
MCB 142: Major Advances in Understanding Evolution and Heredity,fall,2015,MCB,7,3.3,4.7
MCB 169: Molecular and Cellular Immunology,fall,2015,MCB,62,4.8,4.6
MCB 176: Biochemistry of Membranes,fall,2015,MCB,1,2.0,5.0
MCB 186: Circadian Biology: From Cellular Oscillators to Sleep Regulation,fall,2015,MCB,3,4.3,5.0
"MCB 290A: Current Topics in Molecular, Cellular and Organismal Biology",fall,2015,MCB,34,5.0,4.3
"MCB 291: Genetics, Genomics and Evolutionary Biology",fall,2015,MCB,18,6.1,3.3
"MCB 292: Cellular Biology, Neurobiology and Developmental Biology",fall,2015,MCB,13,5.2,4.8
"MCB 293: Biochemistry, Chemical and Structural Biology",fall,2015,MCB,20,13.5,3.5
MCB 294: Interesting Questions in Physical Biology,fall,2015,MCB,7,2.2,4.6
MCB 354: Introduction to Model Organisms,fall,2015,MCB,13,1.0,4.1
MCB 60: Cellular Biology and Molecular Medicine,fall,2015,MCB,160,7.4,3.6
MCB 63: Biochemistry and Molecular Medicine,fall,2015,MCB,31,6.8,3.5
MCB 80: Neurobiology of Behavior,fall,2015,MCB,154,4.6,3.2
MCB 81: Fundamentals of Neuroscience,fall,2015,MCB,19,6.1,4.5
MCB 91: Introduction to Research,fall,2015,MCB,13,16.8,4.7
MCB 99A: Laboratory Research for Honors Thesis,fall,2015,MCB,12,17.4,4.4
MED-SCI 300QC: Conduct of Science,fall,2015,MED-SCI,145,1.2,2.4
MED-SCI 302QC: Conduct of Science Refresher,fall,2015,MED-SCI,112,1.6,3.0
MEDLATIN 107: William of Tyre's Crusader History of Jerusalem,fall,2015,MEDLATIN,2,3.0,5.0
MOD-HEB 120A: Intermediate Modern Hebrew I,fall,2015,MOD-HEB,7,2.8,4.9
MOD-HEB BA: Elementary Modern Hebrew,fall,2015,MOD-HEB,10,8.7,4.3
"MODGRK 124: Greek World Literature: From Homer to Kazantzakis, Cavafy, and Beyond",fall,2015,MODGRK,3,7.0,5.0
MODGRK AA: Elementary Modern Greek,fall,2015,MODGRK,10,3.7,4.0
MODGRK AC: Grammar and Reading for Heritage Speakers,fall,2015,MODGRK,3,4.0,4.0
MODGRK BA: Intermediate Modern Greek: Culture and Civilization,fall,2015,MODGRK,4,4.7,5.0
MODMDEST 200A: Approaches to Middle Eastern Studies,fall,2015,MODMDEST,12,3.1,4.0
MODMDEST 315: Reading al-Manar in the Interwar Period,fall,2015,MODMDEST,5,2.0,5.0
"MUSIC 105R: Fundaments of Improvisation & Composition, Dance",fall,2015,MUSIC,9,2.0,5.0
MUSIC 10A: Harvard-Radcliffe Orchestra,fall,2015,MUSIC,54,3.4,4.2
MUSIC 127R: Advanced Conducting,fall,2015,MUSIC,6,5.0,4.8
MUSIC 12A: The Harvard Dance Project,fall,2015,MUSIC,11,3.4,4.5
MUSIC 142R: Foundations of Modern Jazz: Topics,fall,2015,MUSIC,21,2.4,4.2
MUSIC 14A: Harvard-Radcliffe Collegium Musicum,fall,2015,MUSIC,22,3.0,4.9
MUSIC 150A: Theory IIa,fall,2015,MUSIC,16,5.7,4.7
MUSIC 155: Modal Counterpoint,fall,2015,MUSIC,8,4.7,4.0
MUSIC 15A: Harvard Glee Club,fall,2015,MUSIC,23,3.4,4.8
MUSIC 160R: Composition: Proseminar,fall,2015,MUSIC,11,4.4,4.8
MUSIC 167: Introduction to Electroacoustic Music,fall,2015,MUSIC,10,7.3,4.7
MUSIC 16A: Radcliffe Choral Society,fall,2015,MUSIC,16,2.9,4.7
MUSIC 181R: Performance and Interpretation: Renaissance Music,fall,2015,MUSIC,8,4.4,4.6
MUSIC 189R: Chamber Music Performance,fall,2015,MUSIC,30,4.2,4.6
MUSIC 189RS: Chamber Music Performance,fall,2015,MUSIC,8,2.6,4.4
MUSIC 191R: Topics in Medieval and Renaissance Music: Proseminar,fall,2015,MUSIC,5,5.0,5.0
MUSIC 201B: Current Methods in Ethnomusicology,fall,2015,MUSIC,8,8.4,4.8
MUSIC 208RS: Ethnomusicology: Seminar,fall,2015,MUSIC,5,8.5,5.0
MUSIC 214R: Renaissance: Seminar,fall,2015,MUSIC,7,6.0,4.5
MUSIC 221R: Current Issues in Music Theory,fall,2015,MUSIC,12,6.0,4.1
MUSIC 230RS: Topics in Music Theory,fall,2015,MUSIC,10,5.3,4.3
MUSIC 250HFA: Colloquium on Teaching Pedagogy,fall,2015,MUSIC,8,1.5,5.0
MUSIC 262R: Composition: Seminar,fall,2015,MUSIC,6,17.7,5.0
MUSIC 264R: Electronic Music Composition: Seminar,fall,2015,MUSIC,11,6.6,5.0
MUSIC 266R: Creative Music Seminar,fall,2015,MUSIC,12,4.8,4.9
MUSIC 280R: Theorizing Improvisation,fall,2015,MUSIC,8,11.7,4.7
MUSIC 296: Global Pop Music (Graduate Seminar in General Education),fall,2015,MUSIC,6,6.0,5.0
MUSIC 4: Introduction to Composition,fall,2015,MUSIC,11,5.7,4.5
MUSIC 51A: Theory Ia,fall,2015,MUSIC,53,4.8,4.8
MUSIC 97B: Sophomore Tutorial: Music History & Repertory: Classical to Contemporary,fall,2015,MUSIC,13,6.1,4.0
MUSIC BHFA: Exercises in Tonal Writing and Analysis,fall,2015,MUSIC,12,2.0,2.0
NEP 101A: Introductory Nepali,fall,2015,NEP,2,3.0,5.0
NEUROBIO 101A: Novel Therapeutics in the Central Nervous System,fall,2015,NEUROBIO,8,3.1,4.4
NEUROBIO 104A: The Neurobiology of Drug Addiction,fall,2015,NEUROBIO,9,4.0,5.0
NEUROBIO 105A: Fundamentals of Computational Neuroscience,fall,2015,NEUROBIO,12,6.3,4.4
